genenames,Control Mean,Treatment Mean,Log2FC
ENSG00000006075,0.15006671863586613,2.0933266731852105,1.9432599545493443
ENSG00000006114,7.646002103546778,7.745867447997149,0.09986534445037165
ENSG00000006125,7.6387468627337425,7.4826796976957555,-0.156067165037987
ENSG00000006194,5.9260167111346895,5.874964682628782,-0.05105202850590729
ENSG00000006282,5.193002024498603,5.680126673551153,0.48712464905255004
ENSG00000006327,0.0,0.6032186757259187,0.6032186757259187
ENSG00000006432,3.8929339751613563,3.892401879168458,-0.0005320959928982738
ENSG00000006451,5.187219525752907,4.765762698817379,-0.4214568269355281
ENSG00000006453,2.0822977786884755,1.3579595906673396,-0.7243381880211359
ENSG00000006459,6.871510647372617,6.846014017383925,-0.025496629988691843
ENSG00000006530,5.318106301160301,5.315849969409594,-0.0022563317507069414
ENSG00000006534,1.0000421185547559,1.3986168142923243,0.39857469573756843
ENSG00000006555,4.136244281500241,4.210198369743309,0.0739540882430676
ENSG00000006576,5.4495772075169215,4.703802857937845,-0.7457743495790767
ENSG00000006607,3.099733714872504,3.183963265876002,0.08422955100349805
ENSG00000006625,3.6066319893970076,3.334835058485146,-0.2717969309118615
ENSG00000006634,4.686008464416252,5.208661381614628,0.5226529171983758
ENSG00000006638,1.969761537931264,2.676939733385925,0.7071781954546608
ENSG00000006652,5.678936277034772,6.585114938567197,0.906178661532425
ENSG00000006695,4.841905305611692,4.640445700530491,-0.20145960508120098
ENSG00000006712,5.796402268387533,5.96267449980486,0.16627223141732728
ENSG00000006715,4.46252958206569,4.299704685197254,-0.16282489686843604
ENSG00000006744,6.171937867612567,6.067486266311342,-0.10445160130122577
ENSG00000006756,1.9516160976991628,2.671787635313604,0.7201715376144413
ENSG00000006757,2.9391986596557786,2.664451206341556,-0.2747474533142227
ENSG00000006831,5.406515366034244,5.609380039357128,0.2028646733228836
ENSG00000007038,2.006345228555941,2.277465061822137,0.27111983326619615
ENSG00000007047,4.926137280014224,5.218464589128143,0.2923273091139187
ENSG00000007080,4.863941772132912,4.984575637722419,0.1206338655895074
ENSG00000007129,5.254968292781492,4.749931344786318,-0.5050369479951744
ENSG00000007168,7.1913411226228074,6.969436178421058,-0.2219049442017491
ENSG00000007202,7.455074780337325,7.470335020381569,0.015260240044243645
ENSG00000007237,2.436355294031887,5.012771050507452,2.576415756475565
ENSG00000007255,5.191945691988765,5.0020045951449745,-0.1899410968437909
ENSG00000007264,4.511302025225525,7.126497145087967,2.6151951198624417
ENSG00000007312,3.954849206910878,3.023993981317658,-0.9308552255932199
ENSG00000007314,0.0,0.11408652312833463,0.11408652312833463
ENSG00000007341,3.9402321063690655,3.814010556831087,-0.12622154953797837
ENSG00000007350,2.255435197371387,2.399460056154706,0.14402485878331905
ENSG00000007376,4.891943144135878,5.035774957082895,0.14383181294701686
ENSG00000007392,6.939814497460313,6.908327178573228,-0.031487318887085
ENSG00000007402,4.715350418016854,5.821962220285471,1.1066118022686169
ENSG00000007516,4.053434390021501,4.614089055134375,0.5606546651128745
ENSG00000007520,5.0389453017254855,4.943421668562637,-0.0955236331628484
ENSG00000007541,5.565249931390699,5.753267042809318,0.18801711141861865
ENSG00000007545,5.147639199010376,5.051618711932221,-0.09602048707815491
ENSG00000007923,5.23979800947626,5.209273859156352,-0.030524150319908294
ENSG00000007944,7.847799626935611,8.059848826930862,0.21204919999525096
ENSG00000007968,3.5988888158873387,2.5663772212062694,-1.0325115946810692
ENSG00000008018,6.390450745763587,6.35632463049974,-0.03412611526384701
ENSG00000008083,6.013031324230295,6.400517915751431,0.38748659152113607
ENSG00000008086,1.6556982381212062,1.600348742840841,-0.05534949528036526
ENSG00000008128,6.842862738360084,6.859878753098535,0.01701601473845038
ENSG00000008130,6.116851959179149,6.254500919621279,0.13764896044212982
ENSG00000008226,4.425972732164388,4.024417787211408,-0.40155494495297983
ENSG00000008256,3.8607045891943437,4.836497499978645,0.9757929107843011
ENSG00000008282,5.178946942638741,4.610939849392033,-0.5680070932467078
ENSG00000008283,5.802801308631873,5.774497482917492,-0.028303825714380615
ENSG00000008294,5.820129861707936,5.81144441907636,-0.008685442631575668
ENSG00000008300,4.235964795415062,4.663704009264643,0.42773921384958147
ENSG00000008311,2.8248382167765103,2.7786410824579604,-0.04619713431854988
ENSG00000008323,0.060208961270819164,0.6961474166113869,0.6359384553405677
ENSG00000008324,4.162056264044236,4.1181981276157416,-0.043858136428494454
ENSG00000008382,4.195154606690588,4.1259889080199645,-0.0691656986706235
ENSG00000008394,0.0,0.17660678647331918,0.17660678647331918
ENSG00000008405,5.041177029420457,5.250657986020788,0.20948095660033061
ENSG00000008438,0.11157968663893245,0.6132270417178308,0.5016473550788983
ENSG00000008441,3.131392220957351,2.8438101685837123,-0.28758205237363876
ENSG00000008513,8.16936546551824,8.20885826577906,0.03949280026082036
ENSG00000008516,4.760764710882841,5.185691884510912,0.4249271736280713
ENSG00000008517,8.616047242493103,8.480612166971008,-0.13543507552209455
ENSG00000008710,7.489625414998207,7.442673303455924,-0.04695211154228307
ENSG00000008838,6.376550193256326,6.30016739163821,-0.0763828016181165
ENSG00000008853,3.5126023279961296,3.918783318126651,0.40618099013052156
ENSG00000008869,6.738385646383229,6.462841863629452,-0.2755437827537772
ENSG00000008952,6.395009725191148,6.318824547251571,-0.07618517793957658
ENSG00000008988,10.66225896318593,10.3117648802685,-0.35049408291743056
ENSG00000009307,9.419891933998183,9.169331719600654,-0.2505602143975292
ENSG00000009335,6.622140199261489,6.510548504476337,-0.11159169478515185
ENSG00000009413,5.351932413222661,5.1677980840321425,-0.18413432919051864
ENSG00000009694,4.7239937314387,4.994344824259848,0.2703510928211479
ENSG00000009724,4.441116364361028,4.022648906543363,-0.41846745781766437
ENSG00000009780,4.384562202062947,4.247359314955424,-0.13720288710752282
ENSG00000009790,9.228043393805837,8.829466259162889,-0.39857713464294875
ENSG00000009830,3.7384523582877565,3.825164269875169,0.08671191158741243
ENSG00000009844,4.620813749467958,4.534694962950388,-0.0861187865175701
ENSG00000009954,7.1241446085771525,7.034961983361512,-0.08918262521564024
ENSG00000010017,6.293033476203143,6.233862523908689,-0.059170952294453905
ENSG00000010030,1.6684709283669867,1.2189484353509532,-0.44952249301603353
ENSG00000010072,3.897161467271819,4.253034468664679,0.35587300139285993
ENSG00000010165,3.9566675791982107,3.5788335610306055,-0.3778340181676052
ENSG00000010219,3.1632438970845964,3.035367591643882,-0.1278763054407146
ENSG00000010244,8.273916064126784,8.143310110567656,-0.13060595355912774
ENSG00000010256,6.004195843044838,6.009668624360608,0.0054727813157704475
ENSG00000010270,3.9466703186568184,4.190241543686238,0.2435712250294193
ENSG00000010278,1.0234936021810785,1.8848514651833,0.8613578630022214
ENSG00000010292,6.340459999279028,6.122075218717185,-0.21838478056184218
ENSG00000010295,6.795327750953824,6.812261367224311,0.01693361627048695
ENSG00000010310,2.8476303401719836,3.805887090832438,0.9582567506604542
ENSG00000010318,3.718648038398862,3.5136196846232712,-0.2050283537755906
ENSG00000010322,7.963155309494676,7.880543585522219,-0.08261172397245709
ENSG00000010327,0.41623384600655394,1.1370783164512468,0.7208444704446928
ENSG00000010361,4.150614157958663,4.181315492056609,0.030701334097946287
ENSG00000010404,8.24906837496206,8.535945909155881,0.28687753419382034
ENSG00000010539,3.2202541233462276,3.1033400067988617,-0.11691411654736594
ENSG00000010610,9.043456283081925,3.10603728713785,-5.937418995944075
ENSG00000010671,0.1724991808686449,0.8590754917401118,0.6865763108714669
ENSG00000010704,2.3001553592778907,2.1071170342088585,-0.19303832506903218
ENSG00000010803,4.88894608774107,4.657530184875914,-0.23141590286515612
ENSG00000010810,8.451208798160016,8.310791684083359,-0.1404171140766568
ENSG00000010818,8.151267995399499,7.49431275174355,-0.6569552436559487
ENSG00000011007,5.4528560914679245,5.701747157309546,0.24889106584162146
ENSG00000011009,5.875641616215157,5.8592232077264095,-0.016418408488747538
ENSG00000011021,4.811258687238327,5.221984681962587,0.41072599472425964
ENSG00000011028,3.3208562717454533,3.327830761086935,0.006974489341481593
ENSG00000011052,4.5139871903604405,4.4090048020153585,-0.104982388345082
ENSG00000011105,1.0388153229718473,1.036699486499738,-0.0021158364721092227
ENSG00000011114,5.190424905360472,5.258135711432532,0.0677108060720597
ENSG00000011132,5.571285156272676,5.356788684385489,-0.21449647188718757
ENSG00000011143,3.8738891117307355,3.5084292460132516,-0.3654598657174839
ENSG00000011198,2.5410590929553853,2.7499909723284284,0.20893187937304303
ENSG00000011243,6.880561101716613,6.821267896201803,-0.05929320551480988
ENSG00000011258,5.825359988130934,5.844523848887478,0.019163860756544082
ENSG00000011260,5.2904110590834295,5.306698107667334,0.016287048583904173
ENSG00000011275,7.652503180422357,7.586553366024151,-0.06594981439820646
ENSG00000011295,5.374122729538692,5.295344599366599,-0.07877813017209334
ENSG00000011304,8.181210707653971,8.127706227577281,-0.05350448007668973
ENSG00000011376,3.918236141915235,4.190800997378689,0.2725648554634543
ENSG00000011405,5.13813625346218,5.120285526436545,-0.017850727025635393
ENSG00000011422,1.3566197628141703,2.0045067848129743,0.647887021998804
ENSG00000011451,5.9940772427986655,6.121138250655223,0.1270610078565575
ENSG00000011454,5.62198682433186,5.477943755309867,-0.14404306902199338
ENSG00000011478,3.3513683575091577,3.4610749722875958,0.10970661477843802
ENSG00000011485,5.4960836582494945,5.778888827870377,0.2828051696208824
ENSG00000011523,6.141340641204726,5.724419011741642,-0.41692162946308464
ENSG00000011566,3.9273412831502683,3.8474917977882277,-0.07984948536204062
ENSG00000011590,1.7132701287299912,1.941667284811016,0.22839715608102473
ENSG00000011600,1.3214953730551002,4.127715711630692,2.806220338575592
ENSG00000011638,3.396676468013529,2.901803860674537,-0.49487260733899197
ENSG00000012048,2.3446460999114156,2.5399421827346336,0.19529608282321798
ENSG00000012061,5.68887706424834,5.735114994753355,0.0462379305050149
ENSG00000012124,0.39077986430351025,0.5772318901244131,0.18645202582090287
ENSG00000012171,0.7736494938563143,0.9776748200645983,0.20402532620828395
ENSG00000012174,3.105913892035919,2.98750181008774,-0.1184120819481791
ENSG00000012211,3.320705470102355,2.949916065530556,-0.370789404571799
ENSG00000012223,0.222797512591601,0.9535908639698235,0.7307933513782225
ENSG00000012232,4.815824976564524,5.362348911119652,0.546523934555128
ENSG00000012660,7.093721728772603,6.578339262470396,-0.5153824663022064
ENSG00000012779,3.9644957054338748,2.865030719343591,-1.0994649860902839
ENSG00000012817,2.0883253738863634,2.105380335831076,0.017054961944712677
ENSG00000012822,7.5591646281600715,7.328925981252995,-0.2302386469070763
ENSG00000012963,4.93349774438529,4.462105363026099,-0.47139238135919115
ENSG00000012983,5.676837113777532,6.001912244549496,0.3250751307719639
ENSG00000013016,3.4207987130340918,3.1863806805242385,-0.23441803250985327
ENSG00000013275,5.512400243251193,5.500201926319198,-0.012198316931995024
ENSG00000013288,6.992275002413805,6.957772918334823,-0.0345020840789827
ENSG00000013306,6.034611462538579,6.218979638410641,0.1843681758720619
ENSG00000013364,8.27364287839718,7.914501069195127,-0.3591418092020522
ENSG00000013374,6.77609103636294,6.559439502129036,-0.21665153423390393
ENSG00000013375,4.385699309731938,4.279434985495394,-0.10626432423654375
ENSG00000013441,9.188700898100006,9.636049371968488,0.4473484738684821
ENSG00000013503,3.3656278285687717,3.3413817723383588,-0.024246056230412982
ENSG00000013523,5.209682163603413,4.910142192587788,-0.29953997101562546
ENSG00000013561,4.3724819554321925,4.143920401097856,-0.22856155433433667
ENSG00000013563,4.931136432801317,4.878320784168587,-0.052815648632729584
ENSG00000013573,5.596547558453948,5.448767056496244,-0.14778050195770387
ENSG00000013583,3.37832731977658,2.854949268615936,-0.5233780511606438
ENSG00000013725,9.422357711242583,8.906686840228572,-0.5156708710140112
ENSG00000013810,6.814161712999088,6.240419855451263,-0.5737418575478248
ENSG00000014123,5.736824627417101,5.706054586332355,-0.03077004108474579
ENSG00000014138,4.587411017736217,4.371960025157862,-0.2154509925783552
ENSG00000014164,5.506176385572169,5.43033887905529,-0.07583750651687904
ENSG00000014216,7.060702321144168,6.907712842894028,-0.15298947825013975
ENSG00000014257,0.05792250840515967,0.29629873473708807,0.2383762263319284
ENSG00000014641,6.0422462256198965,5.805539532029296,-0.23670669359060081
ENSG00000014824,5.278547941186604,5.2532442549507055,-0.025303686235898404
ENSG00000014914,0.835569232324908,1.2171151150296204,0.38154588270471246
ENSG00000014919,4.662330363334705,4.387452504620187,-0.2748778587145182
ENSG00000015133,8.591673622344851,9.009970685070193,0.4182970627253422
ENSG00000015153,4.5946982484603,4.818270350802518,0.22357210234221814
ENSG00000015171,5.957342899170602,6.097133043436157,0.13979014426555558
ENSG00000015285,7.4640428595941355,7.374368359273968,-0.0896745003201671
ENSG00000015475,3.945196124873957,4.080969633378233,0.13577350850427594
ENSG00000015479,8.738415904138714,8.7815268360547,0.04311093191598658
ENSG00000015532,5.47811061704145,5.34812197551412,-0.12998864152732992
ENSG00000015676,6.55645833375691,6.401262849568222,-0.15519548418868823
ENSG00000016864,5.2550009531339175,5.007433323000481,-0.2475676301334362
ENSG00000017260,5.981946117897948,5.873808100578238,-0.1081380173197104
ENSG00000017483,4.746314158523575,4.740849604701812,-0.0054645538217625855
ENSG00000017797,5.993873835319758,5.735708539209147,-0.2581652961106107
ENSG00000018189,4.845055198470663,5.082585306126375,0.23753010765571148
ENSG00000018280,2.4746375979233033,2.6179994580170503,0.14336186009374696
ENSG00000018510,5.301455963402917,5.271490058312617,-0.029965905090300282
ENSG00000018610,4.2169717453989595,4.3427798459238405,0.125808100524881
ENSG00000018699,4.9322155938934715,4.803693390935338,-0.1285222029581332
ENSG00000019102,1.2053710735906118,0.7113723842468669,-0.4939986893437449
ENSG00000019169,0.0,0.0,0.0
ENSG00000019582,8.376424880644965,9.18524861281044,0.8088237321654752
ENSG00000019991,0.05792250840515967,0.21399503225834157,0.1560725238531819
ENSG00000019995,5.894057477347525,5.924252554573384,0.03019507722585857
ENSG00000020129,5.417085176385726,4.959265735051399,-0.45781944133432706
ENSG00000020181,0.0,0.29236565537871184,0.29236565537871184
ENSG00000020256,3.6754750510288297,3.6081161191493103,-0.06735893187951936
ENSG00000020426,3.265629183289291,3.362845683816096,0.09721650052680486
ENSG00000020577,1.953178629302424,1.1968364898105048,-0.7563421394919192
ENSG00000020633,8.511273660037263,9.616104279466127,1.1048306194288635
ENSG00000020922,4.686513137384726,4.679062738414716,-0.007450398970010319
ENSG00000021300,5.878751252181578,5.348034119238767,-0.5307171329428115
ENSG00000021355,6.570872485071257,6.403307982417999,-0.16756450265325817
ENSG00000021574,5.058939956196339,4.872749349910907,-0.1861906062854315
ENSG00000021762,3.4732912451569447,6.170611246630581,2.6973200014736363
ENSG00000021776,6.09647215810975,6.250720084709371,0.15424792659962172
ENSG00000022267,5.146324159821004,3.5892326557727885,-1.5570915040482158
ENSG00000022277,5.867431223971983,5.552002073412249,-0.3154291505597344
ENSG00000022556,3.235869003414675,3.7582852819661055,0.5224162785514306
ENSG00000022567,4.505108968150273,4.347981161285834,-0.1571278068644384
ENSG00000022840,7.3835505586897465,7.353645473762308,-0.029905084927438708
ENSG00000022976,5.15891790044497,5.067294662511688,-0.0916232379332822
ENSG00000023041,6.093053228761404,6.032178427749413,-0.06087480101199105
ENSG00000023171,4.047145543004631,3.937945421694882,-0.10920012130974888
ENSG00000023191,7.038621042588005,7.120150683580552,0.08152964099254678
ENSG00000023228,5.567361905233098,5.45397954119087,-0.11338236404222801
ENSG00000023287,6.023404915154616,6.00397880822456,-0.019426106930056086
ENSG00000023318,5.7336850384616165,5.421488222616397,-0.3121968158452191
ENSG00000023330,3.6304940778531503,3.655552095854657,0.025058018001506532
ENSG00000023445,8.394821220011377,7.014958960247983,-1.3798622597633932
ENSG00000023516,6.573040646588614,6.21515251032969,-0.3578881362589241
ENSG00000023697,3.6246281158453315,3.3165787840202183,-0.3080493318251132
ENSG00000023734,6.200408213498417,6.38072429556232,0.1803160820639036
ENSG00000023839,3.0598246789770114,2.7386461247798684,-0.32117855419714303
ENSG00000023892,7.913993063277973,7.791996940957941,-0.12199612232003165
ENSG00000023902,6.038366384198844,5.738086860307922,-0.3002795238909224
ENSG00000023909,3.862203479628955,4.047484858310665,0.18528137868171024
ENSG00000024048,6.805873728894094,7.084665718788955,0.2787919898948612
ENSG00000024862,4.127008353963664,4.190034535421836,0.06302618145817185
ENSG00000025039,3.1240593965275907,2.4254519784762794,-0.6986074180513113
ENSG00000025156,5.184593719023651,5.362982552983308,0.17838883395965688
ENSG00000025293,6.260197241263839,6.181863174868149,-0.07833406639568974
ENSG00000025434,2.1222358145100837,1.9110652466461648,-0.21117056786391886
ENSG00000025708,4.631908417899316,4.3599223066445685,-0.2719861112547477
ENSG00000025770,6.319852487419459,6.589918153844289,0.27006566642483065
ENSG00000025772,3.662222792846555,3.652755187198822,-0.009467605647732746
ENSG00000025796,6.467589871022189,6.398194682720802,-0.06939518830138702
ENSG00000025800,6.342154002538127,6.301421386254523,-0.04073261628360392
ENSG00000026025,10.01556633116209,10.073595437814307,0.058029106652217166
ENSG00000026036,3.630224094644363,3.743755820726836,0.11353172608247286
ENSG00000026103,5.842945897620685,5.261250141095468,-0.5816957565252165
ENSG00000026297,7.735009484738849,6.487741524950233,-1.2472679597886156
ENSG00000026508,9.398103429759953,9.05655050301232,-0.3415529267476334
ENSG00000026559,0.0,0.0,0.0
ENSG00000026652,4.504787080674283,4.89001897350437,0.3852318928300873
ENSG00000026751,2.775874147522251,6.524856001735694,3.748981854213443
ENSG00000026950,8.489012524062325,8.715596231924419,0.22658370786209403
ENSG00000027075,8.086231991011843,8.455975389297208,0.3697433982853653
ENSG00000027697,4.920665922104566,5.7512281057359615,0.8305621836313959
ENSG00000027847,5.186320702968162,5.313489562870872,0.1271688599027101
ENSG00000027869,5.293346535195056,6.11353556051016,0.8201890253151038
ENSG00000028116,4.103474098170447,4.038713230354263,-0.06476086781618395
ENSG00000028137,7.636890679644196,7.32028932292628,-0.316601356717916
ENSG00000028203,4.813044586302242,4.523598063897445,-0.2894465224047966
ENSG00000028277,5.9210417310628305,5.622095952778066,-0.29894577828476443
ENSG00000028310,6.907702785097453,6.774090020581949,-0.13361276451550452
ENSG00000028528,7.088107351143836,6.5446601341248,-0.5434472170190361
ENSG00000028839,4.1711848885572005,4.4578831984608565,0.28669830990365597
ENSG00000029363,8.991004297354065,9.444096881939078,0.4530925845850131
ENSG00000029364,5.368768248345253,5.214261161435848,-0.15450708690940473
ENSG00000029534,3.6774303638061676,2.1515932016779837,-1.5258371621281839
ENSG00000029725,6.375170744588565,6.5353054234855765,0.16013467889701172
ENSG00000029993,1.8802808792204946,1.9210538408670481,0.04077296164655353
ENSG00000030066,6.336788409132758,6.148880348384259,-0.18790806074849886
ENSG00000030110,5.04516123821043,5.468443704442912,0.42328246623248145
ENSG00000030419,5.679783429695342,6.384153183157806,0.7043697534624638
ENSG00000030582,5.035915736044542,4.830668203336166,-0.20524753270837603
ENSG00000031003,5.9151248996921195,6.126696330313118,0.2115714306209986
ENSG00000031081,4.013191346102816,3.6164573160621507,-0.396734030040665
ENSG00000031698,6.879744403106711,6.726482216175844,-0.15326218693086702
ENSG00000031823,6.275132508427576,6.302547308616252,0.02741480018867648
ENSG00000032219,6.3515691353163195,6.344002059796582,-0.007567075519737898
ENSG00000032389,4.68726678523696,4.632459541231316,-0.05480724400564441
ENSG00000032444,6.909048642781771,6.9889506942197075,0.07990205143793627
ENSG00000032742,3.4899054974246084,3.4217011457554465,-0.06820435166916194
ENSG00000033011,3.4225454462891016,3.430304421203182,0.0077589749140805075
ENSG00000033030,5.541198724773541,5.603516931828368,0.062318207054826935
ENSG00000033050,5.549981226970472,5.266244316889044,-0.2837369100814273
ENSG00000033100,6.4854112786912665,6.556609328497961,0.07119804980669464
ENSG00000033170,4.37226344660439,4.32201637678552,-0.050247069818870393
ENSG00000033178,5.0822705959069845,5.057574392386071,-0.024696203520913507
ENSG00000033327,3.3349847551679885,3.085366875885638,-0.24961787928235069
ENSG00000033627,3.4725179808200357,3.109523569959145,-0.3629944108608907
ENSG00000033800,5.855792957415727,5.861129983848217,0.0053370264324899
ENSG00000033867,6.242613298524765,6.058015470034434,-0.18459782849033157
ENSG00000034053,6.969416052000125,7.446263284362532,0.4768472323624069
ENSG00000034063,2.5278220025806606,2.7257641436803337,0.19794214109967312
ENSG00000034152,5.603140517233411,6.003878283497685,0.4007377662642737
ENSG00000034510,10.18683546369267,9.838455428219062,-0.34838003547360863
ENSG00000034533,4.177390781959247,4.6906474660281345,0.5132566840688879
ENSG00000034677,6.930462844160649,7.255752481481645,0.3252896373209957
ENSG00000034693,3.717639039063953,3.33799188947715,-0.37964714958680323
ENSG00000034713,5.588144224966316,5.347120149049021,-0.24102407591729413
ENSG00000035115,6.366898454840957,5.806241205239405,-0.5606572496015518
ENSG00000035141,5.411168430846203,5.666427395474024,0.2552589646278207
ENSG00000035403,5.652880128667475,5.8012562713626785,0.14837614269520394
ENSG00000035664,1.2260949794230735,2.7277941385828375,1.501699159159764
ENSG00000035681,5.972527439755564,5.807025887802035,-0.165501551953529
ENSG00000035687,6.004548157382357,5.904840154926675,-0.09970800245568157
ENSG00000035720,2.5918664853542888,0.9615147528230585,-1.6303517325312302
ENSG00000035862,3.4159318512920516,3.2162591347032325,-0.19967271658881902
ENSG00000035928,5.847641132993444,5.853723449297645,0.006082316304200752
